MSN,YYYYMM,Value,EndUseSector,Description,Unit
TXRCBUS,199506,306.073,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199507,270.245,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199508,259.825,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199509,281.316,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199510,375.389,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199511,674.202,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199512,984.186,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199513,6935.546,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199601,1174.529,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199602,1058.491,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199603,912.573,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199604,647.716,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199605,430.221,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199606,313.955,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199607,272.072,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199608,270.797,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199609,293.461,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199610,419.747,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199611,710.104,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199612,962.629,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199613,7465.728,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199701,1142.771,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199702,953.71,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199703,789.032,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199704,598.863,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199705,431.279,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199706,306.862,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199707,271.79,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199708,265.401,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199709,277.683,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199710,390.6,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199711,665.975,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199712,938.642,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199713,7032.151,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199801,1015.631,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199802,868.416,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199803,833.031,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199804,557.323,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199805,369.861,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199806,289.844,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199807,265.194,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199808,254.22,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199809,246.999,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199810,354.891,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199811,553.258,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199812,804.518,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199813,6412.579,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199901,1136.548,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199902,887.179,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199903,867.54,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199904,577.22,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199905,379.047,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199906,300.498,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199907,268.967,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199908,263.172,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199909,281.407,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199910,398.277,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199911,543,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199912,872.272,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,199913,6774.304,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200001,1100.098,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200002,986.603,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200003,740.685,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200004,564.309,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200005,381.6,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200006,298.809,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200007,271.531,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200008,285.372,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200009,296.768,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200010,409.553,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200011,664.928,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200012,1158.882,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200013,7158.435,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200101,1220.388,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200102,981.941,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200103,887.716,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200104,571.929,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200105,353.78,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200106,289.258,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200107,275.06,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200108,268.878,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200109,272.103,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200110,401,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200111,533.943,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200112,812.319,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200113,6867.253,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200201,1032.433,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200202,903.911,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200203,850.177,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200204,564.084,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200205,403.363,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200206,297.597,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200207,267.29,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200208,260.653,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200209,267.66,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200210,417.292,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200211,658.747,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200212,988.4,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200213,6910.842,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200301,1207.674,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200302,1103.096,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200303,878.367,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200304,582.274,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200305,398.36,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200306,297.633,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200307,273.957,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200308,266.509,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200309,290.415,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200310,401.222,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200311,582.272,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200312,956.673,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200313,7237.075,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200401,1205.224,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200402,1071.074,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200403,779.569,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200404,546.629,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200405,360.994,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200406,289.843,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200407,271.697,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200408,272.45,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200409,269.59,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200410,380.867,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200411,581.784,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200412,962.99,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200413,6992.372,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200501,1127.182,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200502,961.369,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200503,877.63,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200504,540.313,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200505,400.647,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200506,303.71,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200507,274.842,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200508,272.647,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200509,259.746,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200510,357.585,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200511,551.086,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200512,983.153,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200513,6908.445,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200601,901.706,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200602,893.026,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200603,809.236,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200604,499.992,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200605,339.603,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200606,265.848,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200607,242.599,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200608,236.562,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200609,250.933,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200610,375.691,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200611,556.728,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200612,794.022,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200613,6165.297,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200701,997.568,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200702,1095.803,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200703,802.079,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200704,546.792,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200705,337.412,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200706,260.177,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200707,242.083,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200708,243.706,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200709,247.405,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200710,318.477,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200711,574.004,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200712,939.046,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200713,6603.496,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200801,1119.002,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200802,1040.885,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200803,852.949,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200804,546.129,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200805,371.786,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200806,285.033,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200807,260.375,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200808,248.493,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200809,243.887,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200810,364.806,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200811,595.065,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200812,983.44,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200813,6910.502,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200901,1153.179,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200902,934.912,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200903,777.462,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200904,541.383,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200905,333.984,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200906,265.538,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200907,250.929,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200908,249.191,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200909,258.855,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200910,400.966,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200911,532.3,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200912,964.627,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,200913,6661.923,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,201001,1138.972,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,201002,981.963,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,201003,735.73,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,201004,438.539,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,201005,327.814,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
TXRCBUS,201006,267.054,1,Primary Energy Consumed by the Residential Sector,Trillion Btu
