MSN,YYYYMM,Value,EndUseSector,Description,Unit
TXICBUS,200510,1704.175,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200511,1757.502,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200512,1845.37,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200513,21409.998,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200601,1858.071,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200602,1693.74,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200603,1842.439,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200604,1700.107,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200605,1768.635,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200606,1768.782,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200607,1732.649,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200608,1845.49,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200609,1796.34,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200610,1857.372,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200611,1826.298,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200612,1838.279,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200613,21528.417,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200701,1894.323,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200702,1778.232,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200703,1819.19,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200704,1754.502,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200705,1783.48,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200706,1706.714,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200707,1728.325,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200708,1769.213,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200709,1725.335,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200710,1781.103,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200711,1770.938,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200712,1850.608,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200713,21362.357,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200801,1932.659,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200802,1775.917,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200803,1801.285,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200804,1713.731,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200805,1727.987,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200806,1653.138,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200807,1686.979,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200808,1654.689,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200809,1501.576,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200810,1771.843,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200811,1665.687,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200812,1640.849,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200813,20526.894,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200901,1707.2,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200902,1537.151,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200903,1592.836,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200904,1474.854,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200905,1474.319,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200906,1487.023,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200907,1507.321,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200908,1552.29,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200909,1540.763,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200910,1600.991,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200911,1586.735,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200912,1692.211,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,200913,18754.251,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201001,1721.015,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201002,1625.316,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201003,1771.305,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201004,1643.191,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201005,1635.678,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201006,1633.232,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201007,1645.473,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201008,1728.668,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201009,1688.651,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201010,1665.496,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201011,1691.756,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201012,1824.95,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201013,20275.361,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201101,1838.847,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201102,1622.032,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201103,1806.261,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201104,1638.028,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201105,1646.033,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201106,1628.041,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201107,1637.322,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201108,1730.962,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201109,1656.031,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201110,1719.628,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201111,1753.341,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201112,1747.907,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201113,20424.963,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201201,1846.552,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201202,1733.498,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201203,1726.548,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201204,1648.594,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201205,1697.506,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201206,1658.992,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201207,1677.946,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201208,1732.698,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201209,1644.244,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201210,1780.441,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201211,1771.138,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201212,1816.562,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201213,20734.975,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201301,1875.108,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201302,1681.927,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201303,1756.901,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201304,1675.878,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201305,1738.943,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201306,1673.952,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201307,1752.15,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201308,1732.612,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201309,1754.198,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201310,1826.435,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201311,1861.804,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201312,1923.769,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201313,21254.184,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201401,1944.736,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201402,1718.497,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201403,1776.734,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201404,1738.465,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201405,1710.521,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201406,1671.675,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201407,1754.629,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201408,1761.689,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201409,1753.079,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201410,1825.85,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201411,1805.96,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201412,1871.099,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201413,21333.585,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201501,1927.406,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201502,1754.101,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201503,1820.931,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201504,1725.332,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201505,1737.455,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201506,1729.567,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201507,1799.46,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201508,1786.858,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201509,1692.764,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201510,1738.339,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TXICBUS,201511,1714.974,5,Primary Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,194913,14723.587,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195013,16241.423,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195113,17678.532,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195213,17311.362,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195313,18211.754,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195413,17157.695,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195513,19484.608,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195613,20209.479,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195713,20218.258,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195813,19321.087,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,195913,20333.201,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196013,20841.687,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196113,20955.128,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196213,21788.192,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196313,22751.19,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196413,24111.354,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196513,25097.614,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196613,26421.623,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196713,26614.298,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196813,27883.171,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,196913,29105.4,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197013,29627.901,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197113,29585.943,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197213,30930.189,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197301,2701.524,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197302,2460.752,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197303,2579.613,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197304,2550.21,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197305,2741.81,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197306,2641.221,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197307,2691.487,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197308,2817.613,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197309,2661.997,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197310,2911.515,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197311,2937.298,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197312,2927.596,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197313,32623.268,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197401,2601.723,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197402,2504.584,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197403,2591.78,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197404,2427.63,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197405,2610.64,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197406,2526.551,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197407,2687.414,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197408,2735.222,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197409,2691.142,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197410,2907.338,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197411,2809.339,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197412,2692.136,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197413,31787.187,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197501,2763.065,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197502,2275.417,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197503,2440.013,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197504,2104.502,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197505,2220.526,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197506,2286.045,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197507,2389.446,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197508,2452.756,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197509,2422.751,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197510,2693.61,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197511,2603.459,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197512,2762.669,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197513,29413.018,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197601,2669.716,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197602,2327.845,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197603,2463.82,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197604,2359.133,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197605,2508.466,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197606,2526.313,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197607,2622.912,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197608,2622.754,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197609,2552.47,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197610,2906.867,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197611,2857.016,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197612,2976.731,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197613,31392.821,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197701,2801.56,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197702,2238.883,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197703,2601.65,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197704,2463.15,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197705,2670.669,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197706,2699.588,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197707,2657.426,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197708,2746.716,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197709,2737.107,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197710,2851.468,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197711,2853.192,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197712,2944.423,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197713,32263.009,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197801,2935.009,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197802,2462.234,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197803,2494.343,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197804,2521.259,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197805,2712.974,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197806,2642.119,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197807,2736.671,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197808,2772.882,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197809,2650.587,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197810,2881.357,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197811,2902.769,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197812,2978.896,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197813,32687.556,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197901,3046.493,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197902,2601.203,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197903,2716.638,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197904,2572.446,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197905,2816.628,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197906,2763.461,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197907,2798.07,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197908,2872.964,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197909,2726.214,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197910,3014.256,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197911,2974.3,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197912,3023.08,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,197913,33924.74,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198001,2957.907,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198002,2658.723,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198003,2748.129,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198004,2484.338,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198005,2595.274,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198006,2517.169,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198007,2503.659,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198008,2486.699,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198009,2578.643,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198010,2812.166,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198011,2773.898,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198012,2918.559,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198013,32039.419,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198101,2728.047,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198102,2293.368,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198103,2600.476,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198104,2399.475,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198105,2558.023,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198106,2529.46,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198107,2578.251,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198108,2575.742,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198109,2517.445,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198110,2664.389,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198111,2543.088,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198112,2724.461,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198113,30711.561,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198201,2628.64,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198202,2184.459,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198203,2383.021,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198204,2224.421,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198205,2206.428,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198206,2230.655,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198207,2276.115,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198208,2296.163,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198209,2178.64,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198210,2362.924,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198211,2364.299,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198212,2279.362,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198213,27614.494,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198301,2307.397,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198302,2123.766,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198303,2279.943,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198304,2188.932,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198305,2262.386,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198306,2260.918,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198307,2300.968,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198308,2353.518,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198309,2238.222,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198310,2310.584,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198311,2360.477,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198312,2442.541,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198313,27427.759,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198401,2642.979,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198402,2418.941,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198403,2570.505,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198404,2460.433,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198405,2519.4,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198406,2454.306,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198407,2448.97,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198408,2515.35,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198409,2313.561,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198410,2440.579,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198411,2379.917,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198412,2408.154,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198413,29569.887,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198501,2591.591,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
TEICBUS,198502,2337.967,6,Total Energy Consumed by the Industrial Sector,Trillion Btu
